player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
Jung Hyun Park,Hanwha Eagles,2022,0.013636363636363636,Hanwha Eagles-2022-Jung Hyun Park,R,R,"6' 0""",187,20,81,220,205,23,50,4,1,3,19,6,1,12,56,0.244,0.289,0.317,0,0.606,65,2,1,2,0
Sang Un Park,Hanwha Eagles,2022,0.026490066225165563,Hanwha Eagles-2022-Sang Un Park,R,R,"6' 0""",165,25,56,151,134,16,30,5,1,4,17,0,3,11,28,0.224,0.281,0.366,0,0.647,49,2,0,5,1
Soo Kwang Ro,Hanwha Eagles,2022,0.0110803324099723,Hanwha Eagles-2022-Soo Kwang Ro,L,R,"5' 10""",176,31,117,361,315,33,72,18,6,4,30,17,6,32,107,0.229,0.299,0.362,1,0.661,114,2,1,10,3
Si Hwan Roh,Hanwha Eagles,2022,0.012244897959183673,Hanwha Eagles-2022-Si Hwan Roh,R,R,"6' 0""",211,21,115,490,434,55,122,24,1,6,59,6,2,48,95,0.281,0.355,0.383,1,0.738,166,13,4,0,4
Mike Tauchman,Hanwha Eagles,2022,0.018518518518518517,Hanwha Eagles-2022-Mike Tauchman,L,L,"6' 1""",220,31,144,648,575,88,166,37,4,12,43,19,11,64,104,0.289,0.366,0.43,5,0.795,247,12,7,0,2
Hyeok Jae Won,Hanwha Eagles,2022,0.0,Hanwha Eagles-2022-Hyeok Jae Won,L,L,"5' 9""",194,27,11,23,21,2,2,1,0,0,0,0,0,2,12,0.095,0.174,0.143,0,0.317,3,0,0,0,0
Jang Hyeok Yoo,Hanwha Eagles,2022,0.0,Hanwha Eagles-2022-Jang Hyeok Yoo,R,R,"6' 1""",189,22,30,68,60,5,8,0,0,0,4,0,0,4,9,0.133,0.2,0.133,0,0.333,8,1,1,3,0
Sang Bin Yoo,Hanwha Eagles,2022,0.0,Hanwha Eagles-2022-Sang Bin Yoo,L,L,"5' 11""",180,22,17,49,46,3,15,5,0,0,4,0,1,0,11,0.326,0.319,0.435,0,0.754,20,0,0,2,1
Eun Seong Chae,Hanwha Eagles,2023,0.03859060402684564,Hanwha Eagles-2023-Eun Seong Chae,R,R,"6' 1""",202,33,137,596,521,71,137,17,0,23,84,0,0,52,102,0.263,0.351,0.428,8,0.779,223,16,20,0,3
In Ho Choi,Hanwha Eagles,2023,0.013513513513513514,Hanwha Eagles-2023-In Ho Choi,L,R,"5' 10""",180,23,41,148,131,23,39,5,3,2,11,1,0,10,22,0.298,0.363,0.428,0,0.791,56,2,4,2,1
Jae Hoon Choi,Hanwha Eagles,2023,0.002398081534772182,Hanwha Eagles-2023-Jae Hoon Choi,R,R,"5' 10""",167,33,125,417,327,23,81,12,0,1,33,1,1,56,48,0.248,0.392,0.294,1,0.686,96,9,23,9,2
Ju Suk Ha,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Ju Suk Ha,L,R,"6' 0""",185,29,25,38,35,4,4,1,0,0,2,0,0,2,10,0.114,0.184,0.143,0,0.327,5,0,1,0,0
Gwan Hoe Heo,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Gwan Hoe Heo,R,R,"5' 9""",182,24,10,7,7,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Jee Seung Jang,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Jee Seung Jang,R,R,"6' 0""",198,24,3,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Jin Hyuk Jang,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Jin Hyuk Jang,L,R,"6' 0""",182,29,68,178,162,24,36,5,1,0,12,5,4,15,41,0.222,0.287,0.265,0,0.552,43,3,0,0,1
Woon Ho Jang,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Woon Ho Jang,R,R,"6' 0""",187,29,4,11,9,1,2,0,0,0,1,0,0,2,2,0.222,0.364,0.222,0,0.586,2,0,0,0,0
Eun Won Jung,Hanwha Eagles,2023,0.004357298474945534,Hanwha Eagles-2023-Eun Won Jung,L,R,"5' 9""",171,23,122,459,388,50,86,12,0,2,30,6,3,62,73,0.222,0.333,0.268,1,0.601,104,4,3,5,1
Hyun Min Kim,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Hyun Min Kim,R,R,"6' 0""",180,23,7,12,12,1,2,0,0,0,0,0,0,0,8,0.167,0.167,0.167,0,0.333,2,0,0,0,0
In-hwan Kim,Hanwha Eagles,2023,0.019178082191780823,Hanwha Eagles-2023-In-hwan Kim,L,R,"6' 1""",194,29,112,365,325,34,73,16,0,7,42,1,0,35,91,0.225,0.301,0.339,2,0.64,110,4,2,0,3
Tae Yean Kim,Hanwha Eagles,2023,0.014285714285714285,Hanwha Eagles-2023-Tae Yean Kim,R,R,"5' 10""",218,26,91,280,245,25,64,13,0,4,25,5,1,27,59,0.261,0.337,0.363,1,0.7,89,3,3,1,4
Kwang-Min Kwon,Hanwha Eagles,2023,0.024691358024691357,Hanwha Eagles-2023-Kwang-Min Kwon,L,L,"6' 2""",210,25,66,81,73,11,11,1,1,2,9,2,0,6,24,0.151,0.225,0.274,0,0.499,20,2,1,1,0
Do Yun Lee,Hanwha Eagles,2023,0.002890173410404624,Hanwha Eagles-2023-Do Yun Lee,L,R,"5' 8""",156,26,106,346,309,36,78,13,2,1,13,11,3,18,55,0.252,0.302,0.317,1,0.619,98,6,4,15,0
Jae Yong Lee,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Jae Yong Lee,R,R,"5' 11""",189,24,2,2,2,1,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0,1.0,1,0,0,0,0
Jin Young Lee,Hanwha Eagles,2023,0.023696682464454975,Hanwha Eagles-2023-Jin Young Lee,R,R,"6' 0""",180,25,121,422,358,57,89,22,0,10,50,5,0,53,127,0.249,0.345,0.394,0,0.738,141,4,2,4,5
Min Jun Lee,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Min Jun Lee,R,R,"6' 0""",163,19,4,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0,0.5,0,0,0,0,0
Myung Ki Lee,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Myung Ki Lee,L,L,"6' 0""",191,35,14,42,40,2,7,1,0,0,5,1,0,2,9,0.175,0.214,0.2,0,0.414,8,0,0,0,0
Sang Hyuk Lee,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Sang Hyuk Lee,L,R,"5' 8""",143,21,7,2,2,0,0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Sung Kon Lee,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Sung Kon Lee,L,R,"6' 1""",205,31,8,16,14,2,2,0,0,0,0,0,0,1,3,0.143,0.2,0.143,0,0.343,2,0,0,1,0
Won Seok Lee,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Won Seok Lee,R,R,"5' 9""",154,24,81,138,116,20,22,1,1,0,8,13,3,21,33,0.19,0.319,0.216,0,0.534,25,3,1,0,0
Hyun Bin Moon,Hanwha Eagles,2023,0.010395010395010396,Hanwha Eagles-2023-Hyun Bin Moon,L,R,"5' 8""",180,19,137,481,428,47,114,22,2,5,49,5,1,33,84,0.266,0.324,0.362,2,0.686,155,7,6,9,5
Brian O'Grady,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Brian O'Grady,L,R,"6' 2""",220,31,22,86,80,3,10,3,0,0,8,1,0,5,40,0.125,0.174,0.163,0,0.337,13,0,0,0,1
Sun Jin Oh,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Sun Jin Oh,R,R,"5' 10""",176,33,90,199,165,17,38,6,0,0,14,2,0,24,34,0.23,0.342,0.267,0,0.609,44,7,5,3,2
Jung Hyun Park,Hanwha Eagles,2023,0.017699115044247787,Hanwha Eagles-2023-Jung Hyun Park,R,R,"6' 0""",187,21,53,113,105,12,19,6,0,2,4,0,0,3,36,0.181,0.218,0.295,0,0.513,31,2,2,3,0
Sang Un Park,Hanwha Eagles,2023,0.006211180124223602,Hanwha Eagles-2023-Sang Un Park,R,R,"6' 0""",165,26,86,161,145,13,29,5,1,1,13,1,2,10,38,0.2,0.253,0.269,0,0.522,39,6,1,3,2
Soo Kwang Ro,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Soo Kwang Ro,L,R,"5' 10""",176,32,30,94,77,6,17,5,0,0,4,2,1,13,27,0.221,0.326,0.286,0,0.612,22,3,0,2,2
Si Hwan Roh,Hanwha Eagles,2023,0.052100840336134456,Hanwha Eagles-2023-Si Hwan Roh,R,R,"6' 0""",211,22,131,595,514,85,153,30,1,31,101,2,1,74,118,0.298,0.388,0.541,5,0.929,278,13,4,0,3
Nick Williams,Hanwha Eagles,2023,0.03296703296703297,Hanwha Eagles-2023-Nick Williams,L,L,"6' 3""",215,29,68,273,258,29,63,14,0,9,45,1,1,8,63,0.244,0.275,0.403,0,0.678,104,6,4,0,3
Jang Hyeok Yoo,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Jang Hyeok Yoo,R,R,"6' 1""",189,23,27,53,48,5,7,1,0,0,5,1,0,1,10,0.146,0.173,0.167,0,0.34,8,3,1,1,2
Sang Bin Yoo,Hanwha Eagles,2023,0.0,Hanwha Eagles-2023-Sang Bin Yoo,L,L,"5' 11""",180,23,3,8,6,1,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0,0.25,0,0,1,0,0
Chi Hong An,Hanwha Eagles,2024,0.024390243902439025,Hanwha Eagles-2024-Chi Hong An,R,R,"5' 10""",194,33,128,533,473,64,142,21,0,13,66,3,2,49,70,0.3,0.37,0.427,1,0.797,202,10,6,1,4
Eun Seong Chae,Hanwha Eagles,2024,0.040160642570281124,Hanwha Eagles-2024-Eun Seong Chae,R,R,"6' 1""",202,34,124,498,436,61,118,24,0,20,83,1,1,49,83,0.271,0.351,0.463,1,0.815,202,12,8,0,5
Kyu Hyun Chang,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Kyu Hyun Chang,L,R,"6' 0""",211,22,9,7,6,0,0,0,0,0,0,0,0,1,1,0.0,0.143,0.0,0,0.143,0,0,0,0,0
In Ho Choi,Hanwha Eagles,2024,0.00819672131147541,Hanwha Eagles-2024-In Ho Choi,L,R,"5' 10""",180,24,82,244,210,37,60,13,2,2,22,3,0,25,31,0.286,0.367,0.395,0,0.762,83,3,3,4,2
Jae Hoon Choi,Hanwha Eagles,2024,0.011494252873563218,Hanwha Eagles-2024-Jae Hoon Choi,R,R,"5' 10""",167,34,116,348,280,34,72,10,0,4,37,0,0,33,58,0.257,0.371,0.336,0,0.706,94,10,21,8,6
Ju Suk Ha,Hanwha Eagles,2024,0.006622516556291391,Hanwha Eagles-2024-Ju Suk Ha,L,R,"6' 0""",185,30,64,151,137,16,40,9,1,1,11,1,2,10,33,0.292,0.349,0.394,0,0.743,54,1,2,2,0
Hyeong Been Han,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Hyeong Been Han,L,R,"5' 10""",152,25,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Young Mook Hwang,Hanwha Eagles,2024,0.007712082262210797,Hanwha Eagles-2024-Young Mook Hwang,L,R,"5' 9""",176,24,123,389,349,52,105,8,4,3,35,4,7,31,56,0.301,0.365,0.373,0,0.738,130,6,5,3,1
Jin Hyuk Jang,Hanwha Eagles,2024,0.027522935779816515,Hanwha Eagles-2024-Jin Hyuk Jang,L,R,"6' 0""",182,30,99,327,289,56,76,16,0,9,44,14,6,29,72,0.263,0.335,0.412,0,0.747,119,6,3,5,1
Eun Won Jung,Hanwha Eagles,2024,0.01282051282051282,Hanwha Eagles-2024-Eun Won Jung,L,R,"5' 9""",171,24,27,78,64,10,11,3,1,1,6,2,0,13,16,0.172,0.312,0.297,0,0.609,19,0,0,1,0
In-hwan Kim,Hanwha Eagles,2024,0.006993006993006993,Hanwha Eagles-2024-In-hwan Kim,L,R,"6' 1""",194,30,51,143,131,11,31,2,0,1,7,0,0,10,32,0.237,0.301,0.275,0,0.576,36,5,2,0,0
Kang Min Kim,Hanwha Eagles,2024,0.011494252873563218,Hanwha Eagles-2024-Kang Min Kim,R,R,"5' 11""",191,41,41,87,76,5,17,0,0,1,7,0,0,8,21,0.224,0.322,0.263,0,0.585,20,1,3,0,0
Tae Yean Kim,Hanwha Eagles,2024,0.025423728813559324,Hanwha Eagles-2024-Tae Yean Kim,R,R,"5' 10""",218,27,126,472,413,59,120,24,0,12,61,5,2,45,89,0.291,0.363,0.436,0,0.799,180,9,4,6,4
Kwang-Min Kwon,Hanwha Eagles,2024,0.0784313725490196,Hanwha Eagles-2024-Kwang-Min Kwon,L,L,"6' 2""",210,26,19,51,48,10,13,3,0,4,9,0,0,3,17,0.271,0.314,0.583,0,0.897,28,0,0,0,0
Do Yun Lee,Hanwha Eagles,2024,0.00267379679144385,Hanwha Eagles-2024-Do Yun Lee,L,R,"5' 8""",156,27,134,374,336,49,93,10,3,1,46,6,4,26,56,0.277,0.332,0.333,0,0.665,112,5,3,6,3
Jae Won Lee,Hanwha Eagles,2024,0.006578947368421052,Hanwha Eagles-2024-Jae Won Lee,R,R,"6' 0""",216,36,72,152,134,10,32,4,0,1,16,0,0,7,21,0.239,0.287,0.291,1,0.578,39,4,4,2,5
Jin Young Lee,Hanwha Eagles,2024,0.009708737864077669,Hanwha Eagles-2024-Jin Young Lee,R,R,"6' 0""",180,26,42,103,93,20,19,6,0,1,13,0,1,8,27,0.204,0.282,0.301,0,0.583,28,3,2,0,0
Myung Ki Lee,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Myung Ki Lee,L,L,"6' 0""",191,36,4,8,7,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0,0.0,0,0,0,1,0
Sang Hyuk Lee,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Sang Hyuk Lee,L,R,"5' 8""",143,22,43,15,13,13,2,0,0,0,0,5,2,2,5,0.154,0.267,0.154,0,0.421,2,0,0,0,0
Won Seok Lee,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Won Seok Lee,R,R,"5' 9""",154,25,87,154,133,26,31,4,1,0,13,8,2,16,32,0.233,0.322,0.278,0,0.601,37,3,2,2,1
Jong Chan Lim,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Jong Chan Lim,L,R,"6' 0""",187,22,24,64,57,10,9,3,2,0,7,0,1,6,19,0.158,0.25,0.281,0,0.531,16,2,1,0,0
Hyun Bin Moon,Hanwha Eagles,2024,0.01730103806228374,Hanwha Eagles-2024-Hyun Bin Moon,L,R,"5' 8""",180,20,103,289,260,29,72,16,2,5,47,3,5,24,53,0.277,0.34,0.412,1,0.752,107,9,2,1,2
Sang Un Park,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Sang Un Park,R,R,"6' 0""",165,27,27,52,42,4,12,3,0,0,4,1,0,9,12,0.286,0.423,0.357,0,0.78,15,0,1,0,0
Yonathan Perlaza,Hanwha Eagles,2024,0.04597701149425287,Hanwha Eagles-2024-Yonathan Perlaza,S,R,"5' 9""",195,25,122,522,455,75,125,24,0,24,70,7,5,63,129,0.275,0.364,0.486,5,0.85,221,6,2,0,2
Si Hwan Roh,Hanwha Eagles,2024,0.03993344425956739,Hanwha Eagles-2024-Si Hwan Roh,R,R,"6' 0""",211,23,136,601,526,88,143,20,2,24,89,6,0,60,129,0.272,0.356,0.454,9,0.811,239,10,11,0,4
Jang Hyeok Yoo,Hanwha Eagles,2024,0.0,Hanwha Eagles-2024-Jang Hyeok Yoo,R,R,"6' 1""",189,24,23,39,36,6,8,1,0,0,4,0,1,3,11,0.222,0.282,0.25,0,0.532,9,4,0,0,0
Michael Choice,Kiwoom Heroes (prev. Nexen Heroes),2018,0.042821158690176324,Kiwoom Heroes (prev. Nexen Heroes)-2018-Michael Choice,R,R,"6' 0""",230,28,96,397,349,55,90,19,0,17,61,2,1,33,79,0.258,0.335,0.459,2,0.794,160,4,10,0,5
Seong-Kap Hong,Kiwoom Heroes (prev. Nexen Heroes),2018,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2018-Seong-Kap Hong,R,R,"5' 11""",176,25,6,8,8,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0,0.0,0,1,0,0,0
Jung Heop Huh,Kiwoom Heroes (prev. Nexen Heroes),2018,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jung Heop Huh,R,R,"6' 0""",202,28,25,24,24,4,6,2,0,0,2,0,0,0,7,0.25,0.25,0.333,0,0.583,8,1,0,0,0
Young Suk Jang,Kiwoom Heroes (prev. Nexen Heroes),2018,0.03167420814479638,Kiwoom Heroes (prev. Nexen Heroes)-2018-Young Suk Jang,R,R,"6' 1""",220,28,93,221,196,24,44,15,0,7,25,1,0,23,61,0.225,0.312,0.408,0,0.72,80,2,2,0,0
Hyo Sang Joo,Kiwoom Heroes (prev. Nexen Heroes),2018,0.007936507936507936,Kiwoom Heroes (prev. Nexen Heroes)-2018-Hyo Sang Joo,L,R,"5' 11""",187,20,80,126,110,9,24,3,0,1,12,1,2,10,36,0.218,0.295,0.273,0,0.568,30,2,2,4,0
Ha-Seong Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.034722222222222224,Kiwoom Heroes (prev. Nexen Heroes)-2018-Ha-Seong Kim,R,R,"5' 9""",168,22,129,576,511,95,147,27,4,20,84,8,2,54,81,0.288,0.358,0.474,2,0.832,242,16,5,1,5
Hyeseong Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.010570824524312896,Kiwoom Heroes (prev. Nexen Heroes)-2018-Hyeseong Kim,L,R,"5' 10""",176,19,136,473,430,79,116,15,6,5,45,31,6,33,119,0.27,0.328,0.367,1,0.695,158,6,5,3,2
Jae Hyun Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.01282051282051282,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jae Hyun Kim,R,R,"5' 10""",187,25,116,234,202,22,46,7,0,3,18,0,0,12,58,0.228,0.293,0.307,0,0.6,62,2,8,9,3
Jo Soo Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jo Soo Kim,R,R,"5' 10""",178,31,47,39,34,4,5,0,0,0,0,0,1,5,15,0.147,0.256,0.147,0,0.404,5,2,0,0,0
Jong Deuk Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jong Deuk Kim,R,R,"5' 7""",182,25,3,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,1.0,1,0,0,0,0
Kyu Min Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.008928571428571428,Kiwoom Heroes (prev. Nexen Heroes)-2018-Kyu Min Kim,L,L,"6' 2""",187,25,104,336,298,47,88,9,2,3,40,8,4,27,89,0.295,0.361,0.369,0,0.73,110,3,6,1,4
Min Sung Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.021505376344086023,Kiwoom Heroes (prev. Nexen Heroes)-2018-Min Sung Kim,R,R,"5' 11""",207,29,128,465,413,46,117,24,0,10,45,1,0,40,80,0.283,0.351,0.414,3,0.765,171,6,6,1,5
Tae Wan Kim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.013513513513513514,Kiwoom Heroes (prev. Nexen Heroes)-2018-Tae Wan Kim,R,R,"6' 2""",231,34,29,74,66,5,13,2,0,1,5,0,0,5,25,0.197,0.27,0.273,1,0.543,18,4,2,0,1
Jong Wook Ko,Kiwoom Heroes (prev. Nexen Heroes),2018,0.017094017094017096,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jong Wook Ko,L,R,"6' 0""",182,29,102,351,330,47,92,22,0,6,54,17,4,15,96,0.279,0.309,0.4,1,0.709,132,2,1,1,4
Jung Hoo Lee,Kiwoom Heroes (prev. Nexen Heroes),2018,0.011538461538461539,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jung Hoo Lee,L,R,"6' 1""",192,19,109,520,459,81,163,34,2,6,57,11,4,42,58,0.355,0.412,0.477,3,0.889,219,5,8,3,8
Taek Keun Lee,Kiwoom Heroes (prev. Nexen Heroes),2018,0.011235955056179775,Kiwoom Heroes (prev. Nexen Heroes)-2018-Taek Keun Lee,R,R,"6' 0""",196,37,104,356,308,40,95,25,1,4,52,1,0,32,44,0.308,0.385,0.435,0,0.82,134,14,9,3,4
Byung-Wook Lim,Kiwoom Heroes (prev. Nexen Heroes),2018,0.029082774049217,Kiwoom Heroes (prev. Nexen Heroes)-2018-Byung-Wook Lim,L,R,"6' 1""",198,22,134,447,423,76,124,29,3,13,60,16,3,22,119,0.293,0.327,0.468,1,0.795,198,6,0,0,2
ByungHo Park,Kiwoom Heroes (prev. Nexen Heroes),2018,0.08811475409836066,Kiwoom Heroes (prev. Nexen Heroes)-2018-ByungHo Park,R,R,"6' 1""",220,31,113,488,400,88,138,20,0,43,112,0,1,68,114,0.345,0.457,0.718,10,1.175,287,9,17,0,3
Dong Won Park,Kiwoom Heroes (prev. Nexen Heroes),2018,0.046875,Kiwoom Heroes (prev. Nexen Heroes)-2018-Dong Won Park,R,R,"5' 10""",202,28,39,128,117,19,29,3,0,6,17,0,0,9,25,0.248,0.302,0.427,1,0.729,50,3,0,2,0
Jeong Eum Park,Kiwoom Heroes (prev. Nexen Heroes),2018,0.058823529411764705,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jeong Eum Park,L,L,"5' 8""",169,29,16,17,16,1,1,0,0,1,1,0,0,0,4,0.063,0.118,0.25,0,0.368,4,0,1,0,0
Jerry Sands,Kiwoom Heroes (prev. Nexen Heroes),2018,0.12903225806451613,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jerry Sands,R,R,"6' 4""",225,30,25,93,86,17,27,1,1,12,37,0,1,6,27,0.314,0.355,0.767,0,1.122,66,2,0,0,1
Geon-chang Seo,Kiwoom Heroes (prev. Nexen Heroes),2018,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2018-Geon-chang Seo,L,R,"5' 8""",154,28,37,160,141,28,48,12,0,0,15,2,0,12,19,0.34,0.399,0.426,0,0.824,60,1,3,2,2
Sung Mun Song,Kiwoom Heroes (prev. Nexen Heroes),2018,0.029411764705882353,Kiwoom Heroes (prev. Nexen Heroes)-2018-Sung Mun Song,L,R,"6' 0""",194,21,78,238,211,35,66,19,0,7,45,2,4,24,49,0.313,0.381,0.502,0,0.884,106,2,0,2,1
Jin Won Ye,Kiwoom Heroes (prev. Nexen Heroes),2018,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2018-Jin Won Ye,L,L,"5' 8""",187,19,5,7,7,2,1,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0,0.286,1,0,0,0,0
Jae Hyun Choo,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Jae Hyun Choo,L,L,"5' 10""",196,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Jung Heop Huh,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Jung Heop Huh,R,R,"6' 0""",202,29,37,77,68,3,16,1,0,0,8,0,0,7,19,0.235,0.312,0.25,0,0.562,17,1,1,0,1
Young Suk Jang,Kiwoom Heroes (prev. Nexen Heroes),2019,0.01694915254237288,Kiwoom Heroes (prev. Nexen Heroes)-2019-Young Suk Jang,R,R,"6' 1""",220,29,119,413,372,41,92,15,0,7,62,0,0,27,77,0.247,0.31,0.344,0,0.654,128,14,9,0,5
Hyo Sang Joo,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Hyo Sang Joo,L,R,"5' 11""",187,21,18,30,29,3,6,2,1,0,5,0,0,1,7,0.207,0.233,0.345,0,0.578,10,0,0,0,0
Eun Sung Kim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Eun Sung Kim,R,R,"5' 10""",182,26,5,10,8,1,1,0,0,0,0,0,0,2,2,0.125,0.3,0.125,0,0.425,1,1,0,0,0
Ha-Seong Kim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0304,Kiwoom Heroes (prev. Nexen Heroes)-2019-Ha-Seong Kim,R,R,"5' 9""",168,23,139,625,540,112,166,38,2,19,104,33,4,70,80,0.307,0.389,0.491,4,0.88,265,12,7,1,7
Hyeseong Kim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Hyeseong Kim,L,R,"5' 10""",176,20,122,387,348,57,96,16,7,0,32,20,3,29,85,0.276,0.332,0.362,1,0.694,126,4,2,4,4
Jo Soo Kim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Jo Soo Kim,R,R,"5' 10""",178,32,69,32,30,3,8,2,0,0,3,0,0,2,7,0.267,0.313,0.333,0,0.646,10,1,0,0,0
Joo-hyung Kim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Joo-hyung Kim,R,R,"5' 10""",176,23,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Kyu Min Kim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.012,Kiwoom Heroes (prev. Nexen Heroes)-2019-Kyu Min Kim,L,L,"6' 2""",187,26,94,250,222,33,55,8,1,3,24,2,4,22,68,0.248,0.324,0.333,0,0.657,74,4,4,0,2
Woong Bin Kim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Woong Bin Kim,L,R,"5' 11""",185,23,4,11,11,1,3,1,0,0,3,0,0,0,2,0.273,0.273,0.364,0,0.636,4,2,0,0,0
Ji Young Lee,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0030211480362537764,Kiwoom Heroes (prev. Nexen Heroes)-2019-Ji Young Lee,R,R,"5' 10""",187,33,106,331,308,40,87,5,1,1,39,5,1,15,28,0.283,0.317,0.315,1,0.632,97,14,1,6,1
Jung Hoo Lee,Kiwoom Heroes (prev. Nexen Heroes),2019,0.009523809523809525,Kiwoom Heroes (prev. Nexen Heroes)-2019-Jung Hoo Lee,L,R,"6' 1""",192,20,140,630,574,91,193,31,10,6,68,13,7,45,40,0.336,0.386,0.456,0,0.842,262,15,4,3,4
Byung-Wook Lim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Byung-Wook Lim,L,R,"6' 1""",198,23,117,419,379,39,92,17,5,0,41,10,2,23,110,0.243,0.305,0.314,0,0.619,119,6,11,6,0
Ji-yeol Lim,Kiwoom Heroes (prev. Nexen Heroes),2019,0.0,Kiwoom Heroes (prev. Nexen Heroes)-2019-Ji-yeol Lim,R,R,"5' 10""",198,23,11,18,15,0,2,1,0,0,3,0,0,1,7,0.133,0.235,0.2,0,0.435,3,1,1,1,0
ByungHo Park,Kiwoom Heroes (prev. Nexen Heroes),2019,0.06203007518796992,Kiwoom Heroes (prev. Nexen Heroes)-2019-ByungHo Park,R,R,"6' 1""",220,32,122,532,432,92,121,22,0,33,98,0,1,78,117,0.28,0.399,0.56,5,0.959,242,7,13,0,9
